DATE,INDEX,EXPIRYDATE,DAY,ENTRY_TIME,INDEX_ENTRY_PRICE,ENTRY_PRICE,EXIT_TIME,INDEX_EXIT_PRICE,EXIT_PRICE,EXIT_REASON,STRIKE,TYPE,SL_INDEX,SL_BEFORE_ROUND,VOLATILITY,UPPER_RANGE,LOWER_RANGE,RANGE_USED,QTY,PNL
2022-01-07,NIFTY,2022-01-13,Friday,09:20,17830.5,145.2,15:19,17808.1,124.0,EOD,17850,CE,,,,17950,17750,100,-1,21.199997
2022-01-07,NIFTY,2022-01-13,Friday,09:20,17830.5,156.5,12:39,17747.45,194.1,LOWER_BREACH,17850,PE,,,,17950,17750,100,-1,-37.600006
2022-01-07,NIFTY,2022-01-13,Friday,12:40,17747.45,142.35,15:19,17808.1,178.05,EOD,17750,CE,,,,17850,17650,100,-1,-35.699997
2022-01-07,NIFTY,2022-01-13,Friday,12:40,17747.45,140.2,15:19,17808.1,108.5,EOD,17750,PE,,,,17850,17650,100,-1,31.699997
2022-01-10,NIFTY,2022-01-13,Monday,09:20,17932.75,112.95,15:19,18005.65,150.55,EOD,17950,CE,,,,18050,17850,100,-1,-37.600006
2022-01-10,NIFTY,2022-01-13,Monday,09:20,17932.75,125.25,15:19,18005.65,80.5,EOD,17950,PE,,,,18050,17850,100,-1,44.75
2022-01-11,NIFTY,2022-01-13,Tuesday,09:20,18021.5,120.6,15:19,18047.0,122.0,EOD,18000,CE,,,,18100,17900,100,-1,-1.4000015
2022-01-11,NIFTY,2022-01-13,Tuesday,09:20,18021.5,97.35,15:19,18047.0,71.65,EOD,18000,PE,,,,18100,17900,100,-1,25.699997
2022-01-12,NIFTY,2022-01-13,Wednesday,09:20,18162.2,81.35,15:19,18209.0,96.55,EOD,18150,CE,,,,18250,18050,100,-1,-15.200005
2022-01-12,NIFTY,2022-01-13,Wednesday,09:20,18162.2,64.55,15:19,18209.0,34.35,EOD,18150,PE,,,,18250,18050,100,-1,30.200005
2022-01-13,NIFTY,2022-01-13,Thursday,09:20,18237.5,37.5,15:19,18263.05,8.05,EOD,18250,CE,,,,18350,18150,100,-1,29.45
2022-01-13,NIFTY,2022-01-13,Thursday,09:20,18237.5,53.5,15:19,18263.05,0.65,EOD,18250,PE,,,,18350,18150,100,-1,52.85
2022-01-14,NIFTY,2022-01-20,Friday,09:20,18132.8,132.25,14:48,18250.85,193.8,UPPER_BREACH,18150,CE,,,,18250,18050,100,-1,-61.550003
2022-01-14,NIFTY,2022-01-20,Friday,09:20,18132.8,140.15,15:19,18248.1,81.0,EOD,18150,PE,,,,18250,18050,100,-1,59.149994
2022-01-14,NIFTY,2022-01-20,Friday,14:49,18250.85,132.6,15:19,18248.1,134.7,EOD,18250,CE,,,,18350,18150,100,-1,-2.0999908
2022-01-14,NIFTY,2022-01-20,Friday,14:49,18250.85,118.0,15:19,18248.1,119.75,EOD,18250,PE,,,,18350,18150,100,-1,-1.75
2022-01-17,NIFTY,2022-01-20,Monday,09:20,18296.5,114.9,15:19,18308.2,112.55,EOD,18300,CE,,,,18400,18200,100,-1,2.3499985
2022-01-17,NIFTY,2022-01-20,Monday,09:20,18296.5,113.1,15:19,18308.2,92.0,EOD,18300,PE,,,,18400,18200,100,-1,21.099998
2022-01-18,NIFTY,2022-01-20,Tuesday,09:20,18349.45,89.3,15:19,18109.75,20.65,EOD,18350,CE,,,,18450,18250,100,-1,68.65
2022-01-18,NIFTY,2022-01-20,Tuesday,09:20,18349.45,90.1,09:45,18249.9,143.4,LOWER_BREACH,18350,PE,,,,18450,18250,100,-1,-53.299995
2022-01-18,NIFTY,2022-01-20,Tuesday,09:46,18249.9,105.55,15:19,18109.75,42.95,EOD,18250,CE,,,,18350,18150,100,-1,62.600002
2022-01-18,NIFTY,2022-01-20,Tuesday,09:46,18249.9,89.85,14:52,18146.2,152.6,LOWER_BREACH,18250,PE,,,,18350,18150,100,-1,-62.750008
2022-01-18,NIFTY,2022-01-20,Tuesday,14:53,18146.2,101.4,15:19,18109.75,80.5,EOD,18150,CE,,,,18250,18050,100,-1,20.900002
2022-01-18,NIFTY,2022-01-20,Tuesday,14:53,18146.2,96.3,15:19,18109.75,111.8,EOD,18150,PE,,,,18250,18050,100,-1,-15.5
2022-01-19,NIFTY,2022-01-20,Wednesday,09:20,18053.6,84.75,15:19,17930.25,17.05,EOD,18050,CE,,,,18150,17950,100,-1,67.7
2022-01-19,NIFTY,2022-01-20,Wednesday,09:20,18053.6,83.95,11:19,17945.25,138.25,LOWER_BREACH,18050,PE,,,,18150,17950,100,-1,-54.300003
2022-01-19,NIFTY,2022-01-20,Wednesday,11:20,17945.25,72.25,15:19,17930.25,53.45,EOD,17950,CE,,,,18050,17850,100,-1,18.8
